Job Filing Number,Filing Status,Filing Date,House No,Street Name,Borough,Block,LOT,Bin,Job Description,Filing Review Type,guid,filing_status,doc_description,doc_name,doc_url_original,download_url,result_status,error_body,zoning_status,doc_create_on,doc_category,doc_type_name,doc_status_label
M00906296-P3,,,400,EAST   59 STREET,MANHATTAN,1370,46,1040640,"INTERIOR RENOVATION TO EXISTING APARTMENT # 7E. REMOVAL AND INSTALLATION OF NEW FLOORING THROUGHOUT, STAIRS, FIXTURES, SOFFIT, AND FINISHES. INSTALL NEW SUSPENDED CEILING THROUGHOUT.  NO CHANGE TO USE, OCCUPANCY, OR EGRESS.",Professional Certification,7febdcfe-f1f5-ee11-a449-005056b0fc6c,,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985ce1fab,,FILTERED,,NO ZONING DOCUMENTS,2024-04-08,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
B00825153-I1,,,184,MOFFAT STREET,BROOKLYN,3447,12,3080155,"INTERIOR RENOVATION WITH PARTITIONS AT 2ND FLOOR AS PER PLAN. NO CHANGE IN USE, MEANS OF EGRESS OR OCCUPANCY IN THIS APPLICATION.",Professional Certification,9f4ace18-11a7-ed11-a44e-005056b0dd10,22,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039856281b9,,FILTERED,,NO ZONING DOCUMENTS,2023-02-13,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
M00752792-I1,,,60,WEST   48 STREET,MANHATTAN,1263,66,1034500,"Filing for interior work inside 1st fl commercial space. Cosmetic work limited only to replace floor tiles as needed, carpentry, and interior finishes throughout.  Work as per plans, no change in use, egress, or occupancy.",Professional Certification,533f695d-84e6-ec11-a433-005056b0dd10,18,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984e3ac81,,FILTERED,,NO ZONING DOCUMENTS,2022-06-07,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
M00955549-I1,,,630,WEST  168 STREET,MANHATTAN,2138,40,1084386,"ROOF REPLACEMENT( first floor courtyard roof)  AS PER PLAN. NO CHANGE TO USE, EGRESS OR OCCUPANCY FILED UNDER THIS APPLICATION.",Professional Certification,fa682006-6177-ee11-a93a-005056b0044a,,,,,,AKAMAI_BLOCKED,,BLOCKED,,,,
M00955549-I1,,,630,WEST  168 STREET,MANHATTAN,2138,40,1084386,"ROOF REPLACEMENT( first floor courtyard roof)  AS PER PLAN. NO CHANGE TO USE, EGRESS OR OCCUPANCY FILED UNDER THIS APPLICATION.",Professional Certification,fa682006-6177-ee11-a93a-005056b0044a,6,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039861ea0db,,FILTERED,,NO ZONING DOCUMENTS,2023-10-30,Supporting Documents,Fee Exempt Supporting Document - DOF ACRIS report or BIB letter,Accepted
M00955549-I1,,,630,WEST  168 STREET,MANHATTAN,2138,40,1084386,"ROOF REPLACEMENT( first floor courtyard roof)  AS PER PLAN. NO CHANGE TO USE, EGRESS OR OCCUPANCY FILED UNDER THIS APPLICATION.",Professional Certification,fa682006-6177-ee11-a93a-005056b0044a,6,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039861ea0dd,,FILTERED,,NO ZONING DOCUMENTS,2023-10-31,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
M08000458-I1,,,929,BROADWAY,MANHATTAN,850,11,1080765,"INTERIOR RENOVATION ON EXISTING COMMERCIAL SPACE AS PER PLANS FIILED HEREWITH. NO CHANGE IN EGRESS,USE OR OCCUPANCY.",Professional Certification,d1c4ea36-902f-ed11-a8fb-005056b0c55c,18,Landmark Approval,Landmark Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985351a3a,,FILTERED,,NO ZONING DOCUMENTS,2022-09-08,Supporting Documents,Landmark Approval,Accepted
M08000458-I1,,,929,BROADWAY,MANHATTAN,850,11,1080765,"INTERIOR RENOVATION ON EXISTING COMMERCIAL SPACE AS PER PLANS FIILED HEREWITH. NO CHANGE IN EGRESS,USE OR OCCUPANCY.",Professional Certification,d1c4ea36-902f-ed11-a8fb-005056b0c55c,18,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985351a3b,,FILTERED,,NO ZONING DOCUMENTS,2022-09-08,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
Q01325753-I1,,,19-79,STEINWAY STREET,QUEENS,801,1,4015653,New full-downdraft paint spray booth to the existing automotive repair & auto body shop as per the submitted drawing.,Standard Plan Examination or Review,a8fa88c5-b1cb-f011-a4d6-005056b0dd10,22,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303987c84f1d,,FILTERED,,NO ZONING DOCUMENTS,2025-11-28,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
Q01041358-I1,,,84-49,168 STREET,QUEENS,9859,88,4210898,"Filing for concrete repairs at interior and facade of parking garage. No change in use, egress, or occupancy.",Standard Plan Examination or Review,899e5e47-7902-ef11-a44a-005056b0fc6c,,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986ba9d51,,FILTERED,,NO ZONING DOCUMENTS,2024-09-26,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
Q01041358-I1,,,84-49,168 STREET,QUEENS,9859,88,4210898,"Filing for concrete repairs at interior and facade of parking garage. No change in use, egress, or occupancy.",Standard Plan Examination or Review,899e5e47-7902-ef11-a44a-005056b0fc6c,,DHCR Document,DHCR Document,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986ba9d9b,,FILTERED,,NO ZONING DOCUMENTS,2024-04-24,Supporting Documents,DHCR Document,Accepted
B00464221-S2,,,29,MARCONI PLACE,BROOKLYN,1566,4,3042533,"Filing to address ecb viol#'s 35475469y,35475473r,35475472p,35475471n,35475470l,35475427x,35475426y,35475425m,35475431z. work includes removal of kitchen and part. walls and legalize 3-pc bathroom @cellar. Repair fire damage, windows, and lighting @2nd fL",Professional Certification,cea87969-d080-ee11-a42f-005056b04135,22,Restrictive Declaration/Easement 1,Restrictive Declaration/Easement 1,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039860763d8,,FILTERED,,NO ZONING DOCUMENTS,2023-11-11,Supporting Documents,Restrictive Declaration/Easement 1,Accepted
B00464221-S2,,,29,MARCONI PLACE,BROOKLYN,1566,4,3042533,"Filing to address ecb viol#'s 35475469y,35475473r,35475472p,35475471n,35475470l,35475427x,35475426y,35475425m,35475431z. work includes removal of kitchen and part. walls and legalize 3-pc bathroom @cellar. Repair fire damage, windows, and lighting @2nd fL",Professional Certification,cea87969-d080-ee11-a42f-005056b04135,22,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039860763db,,FILTERED,,NO ZONING DOCUMENTS,2023-11-11,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
